University_Name,Year,Tution_Fee,Controlofinstitution,State
Gwynedd Mercy University,2015,31360,Private,Pennsylvania
Hamilton College,2011,41280,Private,New York
Hamilton College,2012,42640,Private,New York
Hamilton College,2013,44350,Private,New York
Hamilton College,2014,46080,Private,New York
Hamilton College,2015,49500,Private,New York
Hamline University,2011,30489,Private,Minnesota
Hamline University,2012,31994,Private,Minnesota
Hamline University,2013,33752,Private,Minnesota
Hamline University,2014,35108,Private,Minnesota
Hamline University,2015,38520,Private,Minnesota
Hampden-Sydney College,2011,32489,Private,Virginia
Hampden-Sydney College,2012,33874,Private,Virginia
Hampden-Sydney College,2013,35570,Private,Virginia
Hampden-Sydney College,2014,37352,Private,Virginia
Hampden-Sydney College,2015,41730,Private,Virginia
Hampshire College,2011,41299,Private,Massachusetts
Hampshire College,2012,42900,Private,Massachusetts
Hampshire College,2013,44700,Private,Massachusetts
Hampshire College,2014,46625,Private,Massachusetts
Hampshire College,2015,48065,Private,Massachusetts
Hampton University,2011,18074,Private,Virginia
Hampton University,2012,18798,Private,Virginia
Hampton University,2013,19738,Private,Virginia
Hampton University,2014,20724,Private,Virginia
Hampton University,2015,19652,Private,Virginia
Hannibal-LaGrange University,2011,15996,Private,Missouri
Hannibal-LaGrange University,2012,16902,Private,Missouri
Hannibal-LaGrange University,2013,17920,Private,Missouri
Hannibal-LaGrange University,2014,18770,Private,Missouri
Hannibal-LaGrange University,2015,19530,Private,Missouri
Hanover College,2011,27500,Private,Indiana
Hanover College,2012,28850,Private,Indiana
Hanover College,2013,30268,Private,Indiana
Hanover College,2014,31760,Private,Indiana
Hanover College,2015,34514,Private,Indiana
Harding University,2011,14040,Private,Arkansas
Harding University,2012,14610,Private,Arkansas
Harding University,2013,15240,Private,Arkansas
Harding University,2014,16170,Private,Arkansas
Harding University,2015,17670,Private,Arkansas
Hardin-Simmons University,2011,20990,Private,Texas
Hardin-Simmons University,2012,22460,Private,Texas
Hardin-Simmons University,2013,22560,Private,Texas
Hardin-Simmons University,2014,23460,Private,Texas
Hardin-Simmons University,2015,25420,Private,Texas
Harrisburg University of Science and Technology,2011,19500,Private,Pennsylvania
Harrisburg University of Science and Technology,2012,22500,Private,Pennsylvania
Harrisburg University of Science and Technology,2013,23900,Private,Pennsylvania
Harrisburg University of Science and Technology,2014,23900,Private,Pennsylvania
Harrisburg University of Science and Technology,2015,23900,Private,Pennsylvania
Harris-Stowe State University,2011,4336,Private,Missouri
Harris-Stowe State University,2012,4553,Private,Missouri
Harris-Stowe State University,2013,5110,Private,Missouri
Harris-Stowe State University,2014,5220,Private,Missouri
Harris-Stowe State University,2015,5042,Private,Missouri
Hartwick College,2011,34630,Public,New York
Hartwick College,2012,36040,Public,New York
Hartwick College,2013,37460,Public,New York
Hartwick College,2014,38930,Public,New York
Hartwick College,2015,41440,Public,New York
Harvard University,2011,38415,Private,Massachusetts
Harvard University,2012,39851,Private,Massachusetts
Harvard University,2013,39966,Private,Massachusetts
Harvard University,2014,42292,Private,Massachusetts
Harvard University,2015,45278,Private,Massachusetts
Harvey Mudd College,2011,40390,Private,California
Harvey Mudd College,2012,42410,Private,California
Harvey Mudd College,2013,44442,Private,California
Harvey Mudd College,2014,46509,Private,California
Harvey Mudd College,2015,48594,Private,California
Hastings College,2011,22620,Private,Nebraska
Hastings College,2012,23734,Private,Nebraska
Hastings College,2013,24900,Private,Nebraska
Hastings College,2014,25520,Private,Nebraska
Hastings College,2015,27300,Private,Nebraska
Haverford College,2011,40624,Private,Pennsylvania
Haverford College,2012,42208,Private,Pennsylvania
Haverford College,2013,43702,Private,Pennsylvania
Haverford College,2014,45426,Private,Pennsylvania
Haverford College,2015,49098,Private,Pennsylvania
Hawaii Pacific University,2011,15820,Private,Hawaii
Hawaii Pacific University,2012,16610,Private,Hawaii
Hawaii Pacific University,2013,18600,Private,Hawaii
Hawaii Pacific University,2014,20180,Private,Hawaii
Hawaii Pacific University,2015,19540,Private,Hawaii
Heidelberg University,2011,22780,Private,Ohio
Heidelberg University,2012,23670,Private,Ohio
Heidelberg University,2013,24580,Private,Ohio
Heidelberg University,2014,26180,Private,Ohio
Heidelberg University,2015,28500,Private,Ohio
Henderson State University,2011,6740,Private,Arkansas
Henderson State University,2012,7010,Private,Arkansas
Henderson State University,2013,7280,Private,Arkansas
Henderson State University,2014,7580,Private,Arkansas
Henderson State University,2015,7925,Private,Arkansas
Hendrix College,2011,32040,Public,Arkansas
Hendrix College,2012,34230,Public,Arkansas
Hendrix College,2013,36200,Public,Arkansas
Hendrix College,2014,37816,Public,Arkansas
Hendrix College,2015,38250,Public,Arkansas
Heritage University,2011,13510,Private,Washington
Heritage University,2012,15550,Private,Washington
Heritage University,2013,16515,Private,Washington
Heritage University,2014,17744,Private,Washington
Heritage University,2015,19253,Private,Washington
Hilbert College,2011,18530,Private,New York
Hilbert College,2012,18940,Private,New York
Hilbert College,2013,19440,Private,New York
Hilbert College,2014,19940,Private,New York
Hilbert College,2015,19940,Private,New York
Hiram College,2011,27135,Private,Ohio
Hiram College,2012,28950,Private,Ohio
Hiram College,2013,30190,Private,Ohio
Hiram College,2014,30290,Private,Ohio
Hiram College,2015,29800,Private,Ohio
Hobart William Smith Colleges,2011,41710,Private,New York
Hobart William Smith Colleges,2012,42915,Private,New York
Hobart William Smith Colleges,2013,44438,Private,New York
Hobart William Smith Colleges,2014,46165,Private,New York
Hobart William Smith Colleges,2015,49677,Private,New York
Hodges University,2011,11420,Private,Florida
Hodges University,2012,11780,Private,Florida
Hodges University,2013,12260,Private,Florida
Hodges University,2014,12740,Private,Florida
Hodges University,2015,13256,Private,Florida
Hofstra University,2011,31800,Private,New York
Hofstra University,2012,34150,Private,New York
Hofstra University,2013,35950,Private,New York
Hofstra University,2014,37400,Private,New York
Hofstra University,2015,40460,Private,New York
Hollins University,2011,29485,Private,Virginia
Hollins University,2012,30795,Private,Virginia
Hollins University,2013,32075,Private,Virginia
Hollins University,2014,33320,Private,Virginia
Hollins University,2015,35240,Private,Virginia
Holy Cross College,2011,20700,Private,Indiana
Holy Cross College,2012,22900,Private,Indiana
Holy Cross College,2013,23900,Private,Indiana
Holy Cross College,2014,25450,Private,Indiana
Holy Cross College,2015,26531,Private,Indiana
Holy Family University,2011,23520,Private,Pennsylvania
Holy Family University,2012,24640,Private,Pennsylvania
Holy Family University,2013,25590,Private,Pennsylvania
Holy Family University,2014,27100,Private,Pennsylvania
Holy Family University,2015,23590,Private,Pennsylvania
Holy Names University,2011,28690,Private,California
Holy Names University,2012,30390,Private,California
Holy Names University,2013,31640,Private,California
Holy Names University,2014,33020,Private,California
Holy Names University,2015,35264,Private,California
Hood College,2011,29860,Private,Maryland
Hood College,2012,31060,Private,Maryland
Hood College,2013,32300,Private,Maryland
Hood College,2014,33280,Private,Maryland
Hood College,2015,32561,Private,Maryland
Hope College,2011,26510,Private,Michigan
Hope College,2012,27020,Private,Michigan
Hope College,2013,27710,Private,Michigan
Hope College,2014,28720,Private,Michigan
Hope College,2015,29563,Private,Michigan
Hope International University,2011,23250,Private,California
Hope International University,2012,24064,Private,California
Hope International University,2013,25264,Private,California
Hope International University,2014,26050,Private,California
Hope International University,2015,27562,Private,California
Houghton College,2011,25360,Private,New York
Houghton College,2012,26094,Private,New York
Houghton College,2013,26924,Private,New York
Houghton College,2014,27728,Private,New York
Houghton College,2015,25862,Private,New York
Houston Baptist University,2011,23180,Private,Texas
Houston Baptist University,2012,25445,Private,Texas
Houston Baptist University,2013,26795,Private,Texas
Houston Baptist University,2014,27930,Private,Texas
Houston Baptist University,2015,29800,Private,Texas
Howard Payne University,2011,19950,Private,Texas
Howard Payne University,2012,21700,Private,Texas
Howard Payne University,2013,22560,Private,Texas
Howard Payne University,2014,23200,Private,Texas
Howard Payne University,2015,25462,Private,Texas
Howard University,2011,18120,Private,District of Columbia
Howard University,2012,20171,Private,District of Columbia
Howard University,2013,22683,Private,District of Columbia
Howard University,2014,22683,Private,District of Columbia
Howard University,2015,23970,Private,District of Columbia
Humboldt State University,2011,5750,Private,California
Humboldt State University,2012,7062,Private,California
Humboldt State University,2013,7135,Private,California
Humboldt State University,2014,7144,Private,California
Humboldt State University,2015,7164,Private,California
Humphreys College-Stockton and Modesto Campuses,2011,10134,Public,California
Humphreys College-Stockton and Modesto Campuses,2012,10620,Public,California
Humphreys College-Stockton and Modesto Campuses,2013,11160,Public,California
Humphreys College-Stockton and Modesto Campuses,2014,11277,Public,California
Humphreys College-Stockton and Modesto Campuses,2015,10256,Public,California
Huntingdon College,2011,20990,Private,Alabama
Huntingdon College,2012,21990,Private,Alabama
Huntingdon College,2013,22500,Private,Alabama
Huntingdon College,2014,23500,Private,Alabama
Huntingdon College,2015,25632,Private,Alabama
Huntington University,2011,22330,Private,Indiana
Huntington University,2012,23210,Private,Indiana
Huntington University,2013,23780,Private,Indiana
Huntington University,2014,24040,Private,Indiana
Huntington University,2015,24523,Private,Indiana
Husson University,2011,13450,Private,Maine
Husson University,2012,14435,Private,Maine
Husson University,2013,14540,Private,Maine
Husson University,2014,15130,Private,Maine
Husson University,2015,16203,Private,Maine
Huston-Tillotson University,2011,12430,Private,Texas
Huston-Tillotson University,2012,12430,Private,Texas
Huston-Tillotson University,2013,13054,Private,Texas
Huston-Tillotson University,2014,13494,Private,Texas
Huston-Tillotson University,2015,15203,Private,Texas
Idaho State University,2011,5416,Private,Idaho
Idaho State University,2012,5796,Private,Idaho
Idaho State University,2013,6070,Private,Idaho
Idaho State University,2014,6344,Private,Idaho
Idaho State University,2015,6566,Private,Idaho
Illinois College,2011,22800,Public,Illinois
Illinois College,2012,24550,Public,Illinois
Illinois College,2013,26500,Public,Illinois
Illinois College,2014,27800,Public,Illinois
Illinois College,2015,28523,Public,Illinois
Illinois Institute of Technology,2011,32443,Private,Illinois
Illinois Institute of Technology,2012,35125,Private,Illinois
Illinois Institute of Technology,2013,37969,Private,Illinois
Illinois Institute of Technology,2014,40117,Private,Illinois
Illinois Institute of Technology,2015,43680,Private,Illinois
Illinois State University,2011,11417,Private,Illinois
Illinois State University,2012,11832,Private,Illinois
Illinois State University,2013,12726,Private,Illinois
Illinois State University,2014,13010,Private,Illinois
Illinois State University,2015,12830,Private,Illinois
Illinois Wesleyan University,2011,35256,Public,Illinois
Illinois Wesleyan University,2012,36572,Public,Illinois
Illinois Wesleyan University,2013,37954,Public,Illinois
Illinois Wesleyan University,2014,39316,Public,Illinois
Illinois Wesleyan University,2015,40521,Public,Illinois
Immaculata University,2011,27870,Private,Pennsylvania
Immaculata University,2012,28850,Private,Pennsylvania
Immaculata University,2013,29000,Private,Pennsylvania
Immaculata University,2014,30740,Private,Pennsylvania
Immaculata University,2015,33280,Private,Pennsylvania
Indiana State University,2011,7714,Private,Indiana
Indiana State University,2012,7982,Private,Indiana
Indiana State University,2013,8098,Private,Indiana
Indiana State University,2014,8256,Private,Indiana
Indiana State University,2015,8416,Private,Indiana
Indiana University of Pennsylvania-Main Campus,2011,7571,Public,Pennsylvania
Indiana University of Pennsylvania-Main Campus,2012,8362,Public,Pennsylvania
